Declined	Declination	Number	Gender	Word	Translation	State	End	Case
bagażem	Instrumental	Singular	Masculine	bagaż	luggage		-S	*
biczem	Instrumental	Singular	Masculine	bicz	whip		-S	*
bólem	Instrumental	Singular	Masculine	ból	pain	Impersonal	-S	*
dreszczem	Instrumental	Singular	Masculine	dreszcz	chills		-S	*
kamuflażem	Instrumental	Singular	Masculine	kamuflaż	camouflage		-S	*
kurczem	Instrumental	Singular	Masculine	kurcz	cramp		-S	*
palaczem	Instrumental	Singular	Masculine	palacz	smoker		-S	*
płaczem	Instrumental	Singular	Masculine	płacz	cry		-S	*
podgrzewaczem	Instrumental	Singular	Masculine	podgrzewacz	heater	Impersonal	-S	*
ryżem	Instrumental	Singular	Masculine	ryż	rice	Impersonal	-S	*
szpitalem	Instrumental	Singular	Masculine	szpital	hospital	Impersonal	-S	*
pomocnika	Accusative	Singular	Masculine	pomocnik	helper	Personal	-C	A
pomocnika	Genitive	Singular	Masculine	pomocnik	helper	Personal	-C	A
sąsiada	Accusative	Singular	Masculine	sąsiad	neighbor	Personal	-C	A
sąsiada	Genitive	Singular	Masculine	sąsiad	neighbor	Personal	-C	A
sznura	Genitive	Singular	Masculine	sznur	rope	Impersonal	-C	A
wroga	Accusative	Singular	Masculine	wróg	enemy	Personal	-C	A
wroga	Genitive	Singular	Masculine	wróg	enemy	Personal	-C	A
dolara	Accusative	Singular	Masculine	dolar	dollar	Impersonal	-C	A
przewodnika	Accusative	Singular	Masculine	przewodnik	guide	Personal	-C	A
przewodnika	Genitive	Singular	Masculine	przewodnik	guide	Personal	-C	A
archeologa	Accusative	Singular	Masculine	archeolog	archaeologist	Personal	-C	A
byka	Accusative	Singular	Masculine	byk	bull	Impersonal	-C	A
chomika	Accusative	Singular	Masculine	chomik	hamster	Impersonal	-C	A
drapieżnika	Accusative	Singular	Masculine	drapieżnik	predator	Impersonal	-C	A
dziwaka	Accusative	Singular	Masculine	dziwak	weirdo	Personal	-C	A
hakera	Accusative	Singular	Masculine	haker	hacker	Personal	-C	A
hamburgera	Accusative	Singular	Masculine	hamburger	hamburger	Impersonal	-C	A
homara	Accusative	Singular	Masculine	homar	lobster	Impersonal	-C	A
hydraulika	Accusative	Singular	Masculine	hydraulik	plumber	Personal	-C	A
inżyniera	Accusative	Singular	Masculine	inżynier	engineer	Personal	-C	A
kalmara	Accusative	Singular	Masculine	kalmar	squid	Impersonal	-C	A
kawalera	Accusative	Singular	Masculine	kawaler	single	Personal	-C	A
królika	Accusative	Singular	Masculine	królik	rabbit	Impersonal	-C	A
lidera	Accusative	Singular	Masculine	lider	leader	Personal	-C	A
mechanika	Accusative	Singular	Masculine	mechanik	mechanic	Personal	-C	A
menadżera	Accusative	Singular	Masculine	menadżer	manager	Personal	-C	A
partnera	Accusative	Singular	Masculine	partner	partner	Personal	-C	A
pasażera	Accusative	Singular	Masculine	pasażer	passenger	Personal	-C	A
potwora	Accusative	Singular	Masculine	potwór	monster	Personal	-C	A
prawnika	Accusative	Singular	Masculine	prawnik	lawyer	Personal	-C	A
robaka	Accusative	Singular	Masculine	robak	worm	Impersonal	-C	A
rybaka	Accusative	Singular	Masculine	rybak	fisherman	Personal	-C	A
smoka	Accusative	Singular	Masculine	smok	dragon	Impersonal	-C	A
stomatologa	Accusative	Singular	Masculine	stomatolog	dentist	Personal	-C	A
trenera	Accusative	Singular	Masculine	trener	coach	Personal	-C	A
wilka	Accusative	Singular	Masculine	wilk	wolf	Impersonal	-C	A
wojownika	Accusative	Singular	Masculine	wojownik	warrior	Personal	-C	A
autostopowicza	Accusative	Singular	Masculine	autostopowicz	hitch-hiker		-S	A
palacza	Accusative	Singular	Masculine	palacz	smoker		-S	A
archeologa	Genitive	Singular	Masculine	archeolog	archaeologist	Personal	-C	A
byka	Genitive	Singular	Masculine	byk	bull	Impersonal	-C	A
chomika	Genitive	Singular	Masculine	chomik	hamster	Impersonal	-C	A
drapieżnika	Genitive	Singular	Masculine	drapieżnik	predator	Impersonal	-C	A
dziwaka	Genitive	Singular	Masculine	dziwak	weirdo	Personal	-C	A
hakera	Genitive	Singular	Masculine	haker	hacker	Personal	-C	A
homara	Genitive	Singular	Masculine	homar	lobster	Impersonal	-C	A
hydraulika	Genitive	Singular	Masculine	hydraulik	plumber	Personal	-C	A
inżyniera	Genitive	Singular	Masculine	inżynier	engineer	Personal	-C	A
kalmara	Genitive	Singular	Masculine	kalmar	squid	Impersonal	-C	A
kawalera	Genitive	Singular	Masculine	kawaler	single	Personal	-C	A
kontenera	Genitive	Singular	Masculine	kontener	container	Impersonal	-C	A
królika	Genitive	Singular	Masculine	królik	rabbit	Impersonal	-C	A
lidera	Genitive	Singular	Masculine	lider	leader	Personal	-C	A
litra	Genitive	Singular	Masculine	litr	liter	Impersonal	-C	A
mechanika	Genitive	Singular	Masculine	mechanik	mechanic	Personal	-C	A
menadżera	Genitive	Singular	Masculine	menadżer	manager	Personal	-C	A
partnera	Genitive	Singular	Masculine	partner	partner	Personal	-C	A
pasażera	Genitive	Singular	Masculine	pasażer	passenger	Personal	-C	A
piega	Genitive	Singular	Masculine	pieg	freckle	Impersonal	-C	A
potwora	Genitive	Singular	Masculine	potwór	monster	Personal	-C	A
prawnika	Genitive	Singular	Masculine	prawnik	lawyer	Personal	-C	A
projektora	Genitive	Singular	Masculine	projektor	projector	Impersonal	-C	A
radiatora	Genitive	Singular	Masculine	radiator	radiator	Impersonal	-C	A
robaka	Genitive	Singular	Masculine	robak	worm	Impersonal	-C	A
rybaka	Genitive	Singular	Masculine	rybak	fisherman	Personal	-C	A
selera	Genitive	Singular	Masculine	seler	celery	Impersonal	-C	A
słonecznika	Genitive	Singular	Masculine	słonecznik	sunflower		-C	A
smoka	Genitive	Singular	Masculine	smok	dragon	Impersonal	-C	A
stomatologa	Genitive	Singular	Masculine	stomatolog	dentist	Personal	-C	A
trenera	Genitive	Singular	Masculine	trener	coach	Personal	-C	A
wentylatora	Genitive	Singular	Masculine	wentylator	fan	Impersonal	-C	A
wilka	Genitive	Singular	Masculine	wilk	wolf	Impersonal	-C	A
wojownika	Genitive	Singular	Masculine	wojownik	warrior	Personal	-C	A
autostopowicza	Genitive	Singular	Masculine	autostopowicz	hitch-hiker		-S	A
bicza	Genitive	Singular	Masculine	bicz	whip		-S	A
palacza	Genitive	Singular	Masculine	palacz	smoker		-S	A
podgrzewacza	Genitive	Singular	Masculine	podgrzewacz	heater	Impersonal	-S	A
dom	Accusative	Singular	Masculine	dom	house	Impersonal	-C	Ⱥ
domu	Genitive	Singular	Masculine	dom	house	Impersonal	-C	Ⱥ
kraj	Accusative	Singular	Masculine	kraj	country		-Ś	Ⱥ
kraju	Genitive	Singular	Masculine	kraj	country		-Ś	Ⱥ
kominek	Accusative	Singular	Masculine	kominek	fireplace	Impersonal	-ek	Ⱥ
jarmark	Accusative	Singular	Masculine	jarmark	fair	Impersonal	-C	Ⱥ
parking	Accusative	Singular	Masculine	parking	parking	Impersonal	-C	Ⱥ
ręcznik	Accusative	Singular	Masculine	ręcznik	towel	Impersonal	-C	Ⱥ
toster	Accusative	Singular	Masculine	toster	toaster		-C	Ⱥ
czosnek	Accusative	Singular	Masculine	czosnek	garlic	Impersonal	-ek	Ⱥ
ołówek	Accusative	Singular	Masculine	ołówek	pencil	Impersonal	-ek	Ⱥ
pocałunek	Accusative	Singular	Masculine	pocałunek	kiss	Impersonal	-ek	Ⱥ
wypadek	Accusative	Singular	Masculine	wypadek	accident	Impersonal	-ek	Ⱥ
miecz	Accusative	Singular	Masculine	miecz	sword		-S	Ⱥ
jarmarku	Genitive	Singular	Masculine	jarmark	fair	Impersonal	-C	Ⱥ
parkingu	Genitive	Singular	Masculine	parking	parking	Impersonal	-C	Ⱥ
ogród	Accusative	Singular	Masculine	ogród	garden	Impersonal	-C	Ⱥ
ogrodu	Genitive	Singular	Masculine	ogród	garden	Impersonal	-C	Ⱥ
bank	Accusative	Singular	Masculine	bank	bank	Impersonal	-C	Ⱥ
banku	Genitive	Singular	Masculine	bank	bank	Impersonal	-C	Ⱥ
kamień	Accusative	Singular	Masculine	kamień	stone		-Ś	Ⱥ
sznur	Accusative	Singular	Masculine	sznur	rope	Impersonal	-C	Ⱥ
wyciąg	Accusative	Singular	Masculine	wyciąg	lift	Impersonal	-C	Ⱥ
wyciągu	Genitive	Singular	Masculine	wyciąg	lift	Impersonal	-C	Ⱥ
papier	Accusative	Singular	Masculine	papier	paper		-C	Ⱥ
taniec	Accusative	Singular	Masculine	taniec	dance	Impersonal	-iec	Ⱥ
akumulator	Accusative	Singular	Masculine	akumulator	battery	Impersonal	-C	Ⱥ
autokar	Accusative	Singular	Masculine	autokar	bus	Impersonal	-C	Ⱥ
bagażnik	Accusative	Singular	Masculine	bagażnik	trunk	Impersonal	-C	Ⱥ
befsztyk	Accusative	Singular	Masculine	befsztyk	steak	Impersonal	-C	Ⱥ
bilet	Accusative	Singular	Masculine	bilet	ticket	Impersonal	-C	Ⱥ
blog	Accusative	Singular	Masculine	blog	blog	Impersonal	-C	Ⱥ
bukiet	Accusative	Singular	Masculine	bukiet	bouquet	Impersonal	-C	Ⱥ
bunkier	Accusative	Singular	Masculine	bunkier	bunker	Impersonal	-C	Ⱥ
ciężar	Accusative	Singular	Masculine	ciężar	weight	Impersonal	-C	Ⱥ
cydr	Accusative	Singular	Masculine	cydr	cider	Impersonal	-C	Ⱥ
czołg	Accusative	Singular	Masculine	czołg	tank	Impersonal	-C	Ⱥ
dialog	Accusative	Singular	Masculine	dialog	dialogue	Impersonal	-C	Ⱥ
dług	Accusative	Singular	Masculine	dług	debt	Impersonal	-C	Ⱥ
dystans	Accusative	Singular	Masculine	dystans	distance	Impersonal	-C	Ⱥ
dźwięk	Accusative	Singular	Masculine	dźwięk	sound	Impersonal	-C	Ⱥ
honor	Accusative	Singular	Masculine	honor	honor	Impersonal	-C	Ⱥ
humor	Accusative	Singular	Masculine	humor	humor	Impersonal	-C	Ⱥ
imbir	Accusative	Singular	Masculine	imbir	ginger	Impersonal	-C	Ⱥ
kontener	Accusative	Singular	Masculine	kontener	container	Impersonal	-C	Ⱥ
kran	Accusative	Singular	Masculine	kran	tap	Impersonal	-C	Ⱥ
labirynt	Accusative	Singular	Masculine	labirynt	maze	Impersonal	-C	Ⱥ
litr	Accusative	Singular	Masculine	litr	liter	Impersonal	-C	Ⱥ
marketing	Accusative	Singular	Masculine	marketing	marketing	Impersonal	-C	Ⱥ
monitoring	Accusative	Singular	Masculine	monitoring	monitoring	Impersonal	-C	Ⱥ
motor	Accusative	Singular	Masculine	motor	motor	Impersonal	-C	Ⱥ
mózg	Accusative	Singular	Masculine	mózg	brain	Impersonal	-C	Ⱥ
nawyk	Accusative	Singular	Masculine	nawyk	habit	Impersonal	-C	Ⱥ
okrąg	Accusative	Singular	Masculine	okrąg	circle	Impersonal	-C	Ⱥ
pakiet	Accusative	Singular	Masculine	pakiet	package	Impersonal	-C	Ⱥ
park	Accusative	Singular	Masculine	park	park	Impersonal	-C	Ⱥ
pieg	Accusative	Singular	Masculine	pieg	freckle	Impersonal	-C	Ⱥ
pisuar	Accusative	Singular	Masculine	pisuar	urinal	Impersonal	-C	Ⱥ
posąg	Accusative	Singular	Masculine	posąg	statue	Impersonal	-C	Ⱥ
projektor	Accusative	Singular	Masculine	projektor	projector	Impersonal	-C	Ⱥ
radiator	Accusative	Singular	Masculine	radiator	radiator	Impersonal	-C	Ⱥ
recykling	Accusative	Singular	Masculine	recykling	recycling	Impersonal	-C	Ⱥ
róg	Accusative	Singular	Masculine	róg	horn/corner	Impersonal	-C	Ⱥ
seler	Accusative	Singular	Masculine	seler	celery	Impersonal	-C	Ⱥ
słonecznik	Accusative	Singular	Masculine	słonecznik	sunflower		-C	Ⱥ
smar	Accusative	Singular	Masculine	smar	grease	Impersonal	-C	Ⱥ
smoking	Accusative	Singular	Masculine	smoking	tuxedo	Impersonal	-C	Ⱥ
wentylator	Accusative	Singular	Masculine	wentylator	fan	Impersonal	-C	Ⱥ
żar	Accusative	Singular	Masculine	żar	heat	Impersonal	-C	Ⱥ
makaron	Accusative	Singular	Masculine	makaron	pasta	Impersonal	-C	Ⱥ
hamulec	Accusative	Singular	Masculine	hamulec	brake	Impersonal	-ec	Ⱥ
boczek	Accusative	Singular	Masculine	boczek	bacon	Impersonal	-ek	Ⱥ
budynek	Accusative	Singular	Masculine	budynek	building	Impersonal	-ek	Ⱥ
cukierek	Accusative	Singular	Masculine	cukierek	candy	Impersonal	-ek	Ⱥ
garnek	Accusative	Singular	Masculine	garnek	pot	Impersonal	-ek	Ⱥ
listek	Accusative	Singular	Masculine	listek	leaf	Impersonal	-ek	Ⱥ
ogonek	Accusative	Singular	Masculine	ogonek	queue	Impersonal	-ek	Ⱥ
pączek	Accusative	Singular	Masculine	pączek	doughnut	Impersonal	-ek	Ⱥ
pasek	Accusative	Singular	Masculine	pasek	belt	Impersonal	-ek	Ⱥ
pęczek	Accusative	Singular	Masculine	pęczek	bunch	Impersonal	-ek	Ⱥ
pępek	Accusative	Singular	Masculine	pępek	navel	Impersonal	-ek	Ⱥ
przypadek	Accusative	Singular	Masculine	przypadek	accident	Impersonal	-ek	Ⱥ
smutek	Accusative	Singular	Masculine	smutek	sadness	Impersonal	-ek	Ⱥ
stek	Accusative	Singular	Masculine	stek	steak	Impersonal	-ek	Ⱥ
trunek	Accusative	Singular	Masculine	trunek	liquor	Impersonal	-ek	Ⱥ
zamek	Accusative	Singular	Masculine	zamek	castle	Impersonal	-ek	Ⱥ
zaułek	Accusative	Singular	Masculine	zaułek	alley	Impersonal	-ek	Ⱥ
bagaż	Accusative	Singular	Masculine	bagaż	luggage		-S	Ⱥ
bicz	Accusative	Singular	Masculine	bicz	whip		-S	Ⱥ
ból	Accusative	Singular	Masculine	ból	pain	Impersonal	-S	Ⱥ
dreszcz	Accusative	Singular	Masculine	dreszcz	chills		-S	Ⱥ
kamuflaż	Accusative	Singular	Masculine	kamuflaż	camouflage		-S	Ⱥ
kurcz	Accusative	Singular	Masculine	kurcz	cramp		-S	Ⱥ
płacz	Accusative	Singular	Masculine	płacz	cry		-S	Ⱥ
podgrzewacz	Accusative	Singular	Masculine	podgrzewacz	heater	Impersonal	-S	Ⱥ
węgiel	Accusative	Singular	Masculine	węgiel	carbon		-S	Ⱥ
ryż	Accusative	Singular	Masculine	ryż	rice	Impersonal	-S	Ⱥ
szpital	Accusative	Singular	Masculine	szpital	hospital	Impersonal	-S	Ⱥ
cień	Accusative	Singular	Masculine	cień	shadow		-Ś	Ⱥ
mięsień	Accusative	Singular	Masculine	mięsień	muscle		-sień	Ⱥ
płomień	Accusative	Singular	Masculine	płomień	flame		-Ś	Ⱥ
śmieć	Accusative	Singular	Masculine	śmieć	trash		-Ś	Ⱥ
rynek	Accusative	Singular	Masculine	rynek	market	Impersonal	-ek	Ⱥ
papieru	Genitive	Singular	Masculine	papier	paper		-C	Ⱥ
autokaru	Genitive	Singular	Masculine	autokar	bus	Impersonal	-C	Ⱥ
biletu	Genitive	Singular	Masculine	bilet	ticket	Impersonal	-C	Ⱥ
blogu	Genitive	Singular	Masculine	blog	blog	Impersonal	-C	Ⱥ
bukietu	Genitive	Singular	Masculine	bukiet	bouquet	Impersonal	-C	Ⱥ
ciężaru	Genitive	Singular	Masculine	ciężar	weight	Impersonal	-C	Ⱥ
cydru	Genitive	Singular	Masculine	cydr	cider	Impersonal	-C	Ⱥ
czołgu	Genitive	Singular	Masculine	czołg	tank	Impersonal	-C	Ⱥ
dialogu	Genitive	Singular	Masculine	dialog	dialogue	Impersonal	-C	Ⱥ
długu	Genitive	Singular	Masculine	dług	debt	Impersonal	-C	Ⱥ
dystansu	Genitive	Singular	Masculine	dystans	distance	Impersonal	-C	Ⱥ
dźwięku	Genitive	Singular	Masculine	dźwięk	sound	Impersonal	-C	Ⱥ
honoru	Genitive	Singular	Masculine	honor	honor	Impersonal	-C	Ⱥ
humoru	Genitive	Singular	Masculine	humor	humor	Impersonal	-C	Ⱥ
imbiru	Genitive	Singular	Masculine	imbir	ginger	Impersonal	-C	Ⱥ
kranu	Genitive	Singular	Masculine	kran	tap	Impersonal	-C	Ⱥ
labiryntu	Genitive	Singular	Masculine	labirynt	maze	Impersonal	-C	Ⱥ
marketingu	Genitive	Singular	Masculine	marketing	marketing	Impersonal	-C	Ⱥ
monitoringu	Genitive	Singular	Masculine	monitoring	monitoring	Impersonal	-C	Ⱥ
motoru	Genitive	Singular	Masculine	motor	motor	Impersonal	-C	Ⱥ
mózgu	Genitive	Singular	Masculine	mózg	brain	Impersonal	-C	Ⱥ
nawyku	Genitive	Singular	Masculine	nawyk	habit	Impersonal	-C	Ⱥ
okręgu	Genitive	Singular	Masculine	okrąg	circle	Impersonal	-C	Ⱥ
pakietu	Genitive	Singular	Masculine	pakiet	package	Impersonal	-C	Ⱥ
parku	Genitive	Singular	Masculine	park	park	Impersonal	-C	Ⱥ
pisuaru	Genitive	Singular	Masculine	pisuar	urinal	Impersonal	-C	Ⱥ
posągu	Genitive	Singular	Masculine	posąg	statue	Impersonal	-C	Ⱥ
recyklingu	Genitive	Singular	Masculine	recykling	recycling	Impersonal	-C	Ⱥ
rogu	Genitive	Singular	Masculine	róg	horn/corner	Impersonal	-C	Ⱥ
smaru	Genitive	Singular	Masculine	smar	grease	Impersonal	-C	Ⱥ
smokingu	Genitive	Singular	Masculine	smoking	tuxedo	Impersonal	-C	Ⱥ
żaru	Genitive	Singular	Masculine	żar	heat	Impersonal	-C	Ⱥ
makaronu	Genitive	Singular	Masculine	makaron	pasta	Impersonal	-C	Ⱥ
steku	Genitive	Singular	Masculine	stek	steak	Impersonal	-ek	Ⱥ
bagażu	Genitive	Singular	Masculine	bagaż	luggage		-S	Ⱥ
bólu	Genitive	Singular	Masculine	ból	pain	Impersonal	-S	Ⱥ
dreszczu	Genitive	Singular	Masculine	dreszcz	chills		-S	Ⱥ
kamuflażu	Genitive	Singular	Masculine	kamuflaż	camouflage		-S	Ⱥ
kurczu	Genitive	Singular	Masculine	kurcz	cramp		-S	Ⱥ
płaczu	Genitive	Singular	Masculine	płacz	cry		-S	Ⱥ
ryżu	Genitive	Singular	Masculine	ryż	rice	Impersonal	-S	Ⱥ
domu	Locative	Singular	Masculine	dom	house	Impersonal	-C	Exception
befsztyka	Genitive	Singular	Masculine	befsztyk	steak	Impersonal	-C	α (food)
hamburgera	Genitive	Singular	Masculine	hamburger	hamburger	Impersonal	-C	α (food)
szpitala	Genitive	Singular	Masculine	szpital	hospital	Impersonal	-S	α (place)
ręcznika	Genitive	Singular	Masculine	ręcznik	towel	Impersonal	-C	α (tool)
tostera	Genitive	Singular	Masculine	toster	toaster		-C	α (tool)
miecza	Genitive	Singular	Masculine	miecz	sword		-S	α (tool)
akumulatora	Genitive	Singular	Masculine	akumulator	battery	Impersonal	-C	α (tool)
bagażnika	Genitive	Singular	Masculine	bagażnik	trunk	Impersonal	-C	α (tool)
dolara	Genitive	Singular	Masculine	dolar	dollar	Impersonal	-C	α (unit)
kolegami	Instrumental	Plural	Masculine	kolega	colleague		-a	-a
stekom	Dative	Plural	Masculine	stek	steak	Impersonal	-ek	-ek
stekami	Instrumental	Plural	Masculine	stek	steak	Impersonal	-ek	-ek
stekach	Locative	Plural	Masculine	stek	steak	Impersonal	-ek	-ek
krajami	Instrumental	Plural	Masculine	kraj	country		-Ś	-j
krajach	Locative	Plural	Masculine	kraj	country		-Ś	-j
szpitali	Genitive	Plural	Masculine	szpital	hospital	Impersonal	-S	-l
mieczy	Genitive	Plural	Masculine	miecz	sword	Impersonal	-S	-S
miecze	Nominative	Plural	Masculine	miecz	sword	Impersonal	-S	-S
bagaży	Genitive	Plural	Masculine	bagaż	luggage	Impersonal	-S	-S
biczy	Genitive	Plural	Masculine	bicz	whip	Impersonal	-S	-S
dreszczy	Genitive	Plural	Masculine	dreszcz	chills	Impersonal	-S	-S
kamuflaży	Genitive	Plural	Masculine	kamuflaż	camouflage	Impersonal	-S	-S
kurczy	Genitive	Plural	Masculine	kurcz	cramp	Impersonal	-S	-S
palaczy	Genitive	Plural	Masculine	palacz	smoker	Personal	-S	-S
podgrzewaczy	Genitive	Plural	Masculine	podgrzewacz	heater	Impersonal	-S	-S
autostopowicze	Nominative	Plural	Masculine	autostopowicz	hitch-hiker	Personal	-S	-S
bagaże	Nominative	Plural	Masculine	bagaż	luggage	Impersonal	-S	-S
bicze	Nominative	Plural	Masculine	bicz	whip	Impersonal	-S	-S
bóle	Nominative	Plural	Masculine	ból	pain	Impersonal	-S	-S
dreszcze	Nominative	Plural	Masculine	dreszcz	chills	Impersonal	-S	-S
kamuflaże	Nominative	Plural	Masculine	kamuflaż	camouflage	Impersonal	-S	-S
kurcze	Nominative	Plural	Masculine	kurcz	cramp	Impersonal	-S	-S
palacze	Nominative	Plural	Masculine	palacz	smoker	Personal	-S	-S
płacze	Nominative	Plural	Masculine	płacz	cry	Impersonal	-S	-S
podgrzewacze	Nominative	Plural	Masculine	podgrzewacz	heater	Impersonal	-S	-S
ryże	Nominative	Plural	Masculine	ryż	rice	Impersonal	-S	-S
szpitale	Nominative	Plural	Masculine	szpital	hospital	Impersonal	-S	-S
kraje	Nominative	Plural	Masculine	kraj	country	Impersonal	-Ś	-Ś
kamieni	Genitive	Plural	Masculine	kamień	stone	Impersonal	-Ś	-Ś
kamienie	Nominative	Plural	Masculine	kamień	stone	Impersonal	-Ś	-Ś
gości	Genitive	Plural	Masculine	gość	guest	Personal	-ość	-Ś
cieni	Genitive	Plural	Masculine	cień	shadow	Impersonal	-Ś	-Ś
płomieni	Genitive	Plural	Masculine	płomień	flame	Impersonal	-Ś	-Ś
śmieci	Genitive	Plural	Masculine	śmieć	trash	Personal	-Ś	-Ś
cienie	Nominative	Plural	Masculine	cień	shadow	Impersonal	-Ś	-Ś
płomienie	Nominative	Plural	Masculine	płomień	flame	Impersonal	-Ś	-Ś
kolegach	Locative	Plural	Masculine	kolega	colleague		-a	-V: *
domom	Dative	Plural	Masculine	dom	house	Impersonal	-C	*
domów	Genitive	Plural	Masculine	dom	house	Impersonal	-C	*
domami	Instrumental	Plural	Masculine	dom	house	Impersonal	-C	*
domach	Locative	Plural	Masculine	dom	house	Impersonal	-C	*
krajom	Dative	Plural	Masculine	kraj	country		-Ś	*
jarmarkom	Dative	Plural	Masculine	jarmark	fair	Impersonal	-C	*
parkingom	Dative	Plural	Masculine	parking	parking	Impersonal	-C	*
pomocnikom	Dative	Plural	Masculine	pomocnik	helper	Personal	-C	*
ręcznikom	Dative	Plural	Masculine	ręcznik	towel	Impersonal	-C	*
tosterom	Dative	Plural	Masculine	toster	toaster		-C	*
mieczom	Dative	Plural	Masculine	miecz	sword		-S	*
jarmarków	Genitive	Plural	Masculine	jarmark	fair	Impersonal	-C	*
parkingów	Genitive	Plural	Masculine	parking	parking	Impersonal	-C	*
pomocników	Genitive	Plural	Masculine	pomocnik	helper	Personal	-C	*
ręczników	Genitive	Plural	Masculine	ręcznik	towel	Impersonal	-C	*
tosterów	Genitive	Plural	Masculine	toster	toaster	Impersonal	-C	*
jarmarkami	Instrumental	Plural	Masculine	jarmark	fair	Impersonal	-C	*
parkingami	Instrumental	Plural	Masculine	parking	parking	Impersonal	-C	*
pomocnikami	Instrumental	Plural	Masculine	pomocnik	helper	Personal	-C	*
ręcznikami	Instrumental	Plural	Masculine	ręcznik	towel	Impersonal	-C	*
tosterami	Instrumental	Plural	Masculine	toster	toaster		-C	*
mieczami	Instrumental	Plural	Masculine	miecz	sword		-S	*
jarmarkach	Locative	Plural	Masculine	jarmark	fair	Impersonal	-C	*
parkingach	Locative	Plural	Masculine	parking	parking	Impersonal	-C	*
pomocnikach	Locative	Plural	Masculine	pomocnik	helper	Personal	-C	*
ręcznikach	Locative	Plural	Masculine	ręcznik	towel	Impersonal	-C	*
tosterach	Locative	Plural	Masculine	toster	toaster		-C	*
mieczach	Locative	Plural	Masculine	miecz	sword		-S	*
ogrodom	Dative	Plural	Masculine	ogród	garden	Impersonal	-C	*
ogrodów	Genitive	Plural	Masculine	ogród	garden	Impersonal	-C	*
ogrodami	Instrumental	Plural	Masculine	ogród	garden	Impersonal	-C	*
ogrodach	Locative	Plural	Masculine	ogród	garden	Impersonal	-C	*
bankom	Dative	Plural	Masculine	bank	bank	Impersonal	-C	*
banków	Genitive	Plural	Masculine	bank	bank	Impersonal	-C	*
bankami	Instrumental	Plural	Masculine	bank	bank	Impersonal	-C	*
bankach	Locative	Plural	Masculine	bank	bank	Impersonal	-C	*
sąsiadom	Dative	Plural	Masculine	sąsiad	neighbor	Personal	-C	*
sąsiadów	Genitive	Plural	Masculine	sąsiad	neighbor	Personal	-C	*
sąsiadami	Instrumental	Plural	Masculine	sąsiad	neighbor	Personal	-C	*
sąsiadach	Locative	Plural	Masculine	sąsiad	neighbor	Personal	-C	*
sznurom	Dative	Plural	Masculine	sznur	rope	Impersonal	-C	*
sznurów	Genitive	Plural	Masculine	sznur	rope	Impersonal	-C	*
sznurami	Instrumental	Plural	Masculine	sznur	rope	Impersonal	-C	*
sznurach	Locative	Plural	Masculine	sznur	rope	Impersonal	-C	*
wyciągom	Dative	Plural	Masculine	wyciąg	lift	Impersonal	-C	*
wyciągów	Genitive	Plural	Masculine	wyciąg	lift	Impersonal	-C	*
wyciągami	Instrumental	Plural	Masculine	wyciąg	lift	Impersonal	-C	*
wyciągach	Locative	Plural	Masculine	wyciąg	lift	Impersonal	-C	*
wrogom	Dative	Plural	Masculine	wróg	enemy	Personal	-C	*
wrogów	Genitive	Plural	Masculine	wróg	enemy	Personal	-C	*
wrogami	Instrumental	Plural	Masculine	wróg	enemy	Personal	-C	*
wrogach	Locative	Plural	Masculine	wróg	enemy	Personal	-C	*
dolarom	Dative	Plural	Masculine	dolar	dollar	Impersonal	-C	*
dolarów	Genitive	Plural	Masculine	dolar	dollar	Impersonal	-C	*
dolarami	Instrumental	Plural	Masculine	dolar	dollar	Impersonal	-C	*
dolarach	Locative	Plural	Masculine	dolar	dollar	Impersonal	-C	*
przewodnikom	Dative	Plural	Masculine	przewodnik	guide	Personal	-C	*
przewodników	Genitive	Plural	Masculine	przewodnik	guide	Personal	-C	*
przewodnikami	Instrumental	Plural	Masculine	przewodnik	guide	Personal	-C	*
przewodnikach	Locative	Plural	Masculine	przewodnik	guide	Personal	-C	*
kolegom	Dative	Plural	Masculine	kolega	colleague		-a	*
akumulatorom	Dative	Plural	Masculine	akumulator	battery	Impersonal	-C	*
archeologom	Dative	Plural	Masculine	archeolog	archaeologist	Personal	-C	*
autokarom	Dative	Plural	Masculine	autokar	bus	Impersonal	-C	*
bagażnikom	Dative	Plural	Masculine	bagażnik	trunk	Impersonal	-C	*
befsztykom	Dative	Plural	Masculine	befsztyk	steak	Impersonal	-C	*
biletom	Dative	Plural	Masculine	bilet	ticket	Impersonal	-C	*
blogom	Dative	Plural	Masculine	blog	blog	Impersonal	-C	*
bukietom	Dative	Plural	Masculine	bukiet	bouquet	Impersonal	-C	*
bykom	Dative	Plural	Masculine	byk	bull	Impersonal	-C	*
chomikom	Dative	Plural	Masculine	chomik	hamster	Impersonal	-C	*
ciężarom	Dative	Plural	Masculine	ciężar	weight	Impersonal	-C	*
cydrom	Dative	Plural	Masculine	cydr	cider	Impersonal	-C	*
czołgom	Dative	Plural	Masculine	czołg	tank	Impersonal	-C	*
dialogom	Dative	Plural	Masculine	dialog	dialogue	Impersonal	-C	*
długom	Dative	Plural	Masculine	dług	debt	Impersonal	-C	*
drapieżnikom	Dative	Plural	Masculine	drapieżnik	predator	Impersonal	-C	*
dystansom	Dative	Plural	Masculine	dystans	distance	Impersonal	-C	*
dziwakom	Dative	Plural	Masculine	dziwak	weirdo	Personal	-C	*
